Date,Currency,Exchange
06-04-16,USD,1
06-04-16,CAD,1.3084
06-04-16,AUD,1.3804
06-04-16,EUR,0.8965
06-04-16,GBP,0.6929
06-05-16,USD,1
06-05-16,CAD,1.3084
06-05-16,AUD,1.3804
06-05-16,EUR,0.8965
06-05-16,GBP,0.6929
06-06-16,USD,1
06-06-16,CAD,1.2922
06-06-16,AUD,1.3584
06-06-16,EUR,0.8811
06-06-16,GBP,0.6936
06-07-16,USD,1
06-07-16,CAD,1.2782
06-07-16,AUD,1.3447
06-07-16,EUR,0.8812
06-07-16,GBP,0.6863
06-08-16,USD,1
06-08-16,CAD,1.2682
06-08-16,AUD,1.3384
06-08-16,EUR,0.8789
06-08-16,GBP,0.686
06-09-16,USD,1
06-09-16,CAD,1.2747
06-09-16,AUD,1.3444
06-09-16,EUR,0.8816
06-09-16,GBP,0.6915
06-10-16,USD,1
06-10-16,CAD,1.2748
06-10-16,AUD,1.3512
06-10-16,EUR,0.8846
06-10-16,GBP,0.6943
06-11-16,USD,1
06-11-16,CAD,1.2748
06-11-16,AUD,1.3512
06-11-16,EUR,0.8846
06-11-16,GBP,0.6943
06-12-16,USD,1
06-12-16,CAD,1.2748
06-12-16,AUD,1.3512
06-12-16,EUR,0.8846
06-12-16,GBP,0.6943
6/13/2016,USD,1
6/13/2016,CAD,1.2771
6/13/2016,AUD,1.3514
6/13/2016,EUR,0.8875
6/13/2016,GBP,0.7057
6/14/2016,USD,1
6/14/2016,CAD,1.2872
6/14/2016,AUD,1.361
6/14/2016,EUR,0.8909
6/14/2016,GBP,0.708
6/15/2016,USD,1
6/15/2016,CAD,1.2857
6/15/2016,AUD,1.3524
6/15/2016,EUR,0.8905
6/15/2016,GBP,0.7049
6/16/2016,USD,1
6/16/2016,CAD,1.3003
6/16/2016,AUD,1.3614
6/16/2016,EUR,0.8949
6/16/2016,GBP,0.7073
6/17/2016,USD,1
6/17/2016,CAD,1.2901
6/17/2016,AUD,1.3537
6/17/2016,EUR,0.8886
6/17/2016,GBP,0.6999
6/18/2016,USD,1
6/18/2016,CAD,1.2901
6/18/2016,AUD,1.3537
6/18/2016,EUR,0.8886
6/18/2016,GBP,0.6999
6/19/2016,USD,1
6/19/2016,CAD,1.2901
6/19/2016,AUD,1.3537
6/19/2016,EUR,0.8886
6/19/2016,GBP,0.6999
6/20/2016,USD,1
6/20/2016,CAD,1.2813
6/20/2016,AUD,1.3403
6/20/2016,EUR,0.8825
6/20/2016,GBP,0.6828
6/21/2016,USD,1
6/21/2016,CAD,1.2773
6/21/2016,AUD,1.3322
6/21/2016,EUR,0.8839
6/21/2016,GBP,0.6784
6/22/2016,USD,1
6/22/2016,CAD,1.2762
6/22/2016,AUD,1.3324
6/22/2016,EUR,0.8863
6/22/2016,GBP,0.6806
6/23/2016,USD,1
6/23/2016,CAD,1.2747
6/23/2016,AUD,1.3223
6/23/2016,EUR,0.878
6/23/2016,GBP,0.6725
6/24/2016,USD,1
6/24/2016,CAD,1.3006
6/24/2016,AUD,1.3474
6/24/2016,EUR,0.9037
6/24/2016,GBP,0.7297
6/25/2016,USD,1
6/25/2016,CAD,1.3006
6/25/2016,AUD,1.3474
6/25/2016,EUR,0.9037
6/25/2016,GBP,0.7297
6/26/2016,USD,1
6/26/2016,CAD,1.3006
6/26/2016,AUD,1.3474
6/26/2016,EUR,0.9037
6/26/2016,GBP,0.7297
6/27/2016,USD,1
6/27/2016,CAD,1.3048
6/27/2016,AUD,1.3509
6/27/2016,EUR,0.9093
6/27/2016,GBP,0.7583
6/28/2016,USD,1
6/28/2016,CAD,1.3039
6/28/2016,AUD,1.3532
6/28/2016,EUR,0.9031
6/28/2016,GBP,0.747
6/29/2016,USD,1
6/29/2016,CAD,1.2991
6/29/2016,AUD,1.3445
6/29/2016,EUR,0.9017
6/29/2016,GBP,0.7444
6/30/2016,USD,1
6/30/2016,CAD,1.2956
6/30/2016,AUD,1.3447
6/30/2016,EUR,0.9007
6/30/2016,GBP,0.7445
07-01-16,USD,1
07-01-16,CAD,1.2923
07-01-16,AUD,1.3367
07-01-16,EUR,0.8981
07-01-16,GBP,0.7529
07-02-16,USD,1
07-02-16,CAD,1.2923
07-02-16,AUD,1.3367
07-02-16,EUR,0.8981
07-02-16,GBP,0.7529
07-03-16,USD,1
07-03-16,CAD,1.2923
07-03-16,AUD,1.3367
07-03-16,EUR,0.8981
07-03-16,GBP,0.7529
07-04-16,USD,1
07-04-16,CAD,1.2864
07-04-16,AUD,1.3281
07-04-16,EUR,0.8978
07-04-16,GBP,0.7533
07-05-16,USD,1
07-05-16,CAD,1.2936
07-05-16,AUD,1.337
07-05-16,EUR,0.8972
07-05-16,GBP,0.7626
07-06-16,USD,1
07-06-16,CAD,1.3026
07-06-16,AUD,1.3382
07-06-16,EUR,0.9034
07-06-16,GBP,0.7706
07-07-16,USD,1
07-07-16,CAD,1.2931
07-07-16,AUD,1.3301
07-07-16,EUR,0.9025
07-07-16,GBP,0.7679
07-08-16,USD,1
07-08-16,CAD,1.3014
07-08-16,AUD,1.3307
07-08-16,EUR,0.9033
07-08-16,GBP,0.77
07-09-16,USD,1
07-09-16,CAD,1.3014
07-09-16,AUD,1.3307
07-09-16,EUR,0.9033
07-09-16,GBP,0.77
07-10-16,USD,1
07-10-16,CAD,1.3014
07-10-16,AUD,1.3307
07-10-16,EUR,0.9033
07-10-16,GBP,0.77
07-11-16,USD,1
07-11-16,CAD,1.3066
07-11-16,AUD,1.3229
07-11-16,EUR,0.9051
07-11-16,GBP,0.7702
07-12-16,USD,1
07-12-16,CAD,1.3029
07-12-16,AUD,1.3101
07-12-16,EUR,0.9016
07-12-16,GBP,0.7598
7/13/2016,USD,1
7/13/2016,CAD,1.3053
7/13/2016,AUD,1.3111
7/13/2016,EUR,0.9032
7/13/2016,GBP,0.7532
7/14/2016,USD,1
7/14/2016,CAD,1.2926
7/14/2016,AUD,1.3075
7/14/2016,EUR,0.8963
7/14/2016,GBP,0.7467
7/15/2016,USD,1
7/15/2016,CAD,1.2866
7/15/2016,AUD,1.3064
7/15/2016,EUR,0.8986
7/15/2016,GBP,0.7483
7/16/2016,USD,1
7/16/2016,CAD,1.2866
7/16/2016,AUD,1.3064
7/16/2016,EUR,0.8986
7/16/2016,GBP,0.7483
7/17/2016,USD,1
7/17/2016,CAD,1.2866
7/17/2016,AUD,1.3064
7/17/2016,EUR,0.8986
7/17/2016,GBP,0.7483
7/18/2016,USD,1
7/18/2016,CAD,1.2951
7/18/2016,AUD,1.317
7/18/2016,EUR,0.9047
7/18/2016,GBP,0.7543
7/19/2016,USD,1
7/19/2016,CAD,1.3017
7/19/2016,AUD,1.3346
7/19/2016,EUR,0.9062
7/19/2016,GBP,0.7608
7/20/2016,USD,1
7/20/2016,CAD,1.3059
7/20/2016,AUD,1.3359
7/20/2016,EUR,0.908
7/20/2016,GBP,0.7591
7/21/2016,USD,1
7/21/2016,CAD,1.3051
7/21/2016,AUD,1.3355
7/21/2016,EUR,0.9079
7/21/2016,GBP,0.7589
7/22/2016,USD,1
7/22/2016,CAD,1.3107
7/22/2016,AUD,1.3362
7/22/2016,EUR,0.9079
7/22/2016,GBP,0.7636
7/23/2016,USD,1
7/23/2016,CAD,1.3107
7/23/2016,AUD,1.3362
7/23/2016,EUR,0.9079
7/23/2016,GBP,0.7636
7/24/2016,USD,1
7/24/2016,CAD,1.3107
7/24/2016,AUD,1.3362
7/24/2016,EUR,0.9079
7/24/2016,GBP,0.7636
7/25/2016,USD,1
7/25/2016,CAD,1.3172
7/25/2016,AUD,1.3355
7/25/2016,EUR,0.9106
7/25/2016,GBP,0.7619
7/26/2016,USD,1
7/26/2016,CAD,1.3234
7/26/2016,AUD,1.3275
7/26/2016,EUR,0.9093
7/26/2016,GBP,0.7612
7/27/2016,USD,1
7/27/2016,CAD,1.319
7/27/2016,AUD,1.3388
7/27/2016,EUR,0.9098
7/27/2016,GBP,0.7631
7/28/2016,USD,1
7/28/2016,CAD,1.3161
7/28/2016,AUD,1.3287
7/28/2016,EUR,0.9017
7/28/2016,GBP,0.7594
7/29/2016,USD,1
7/29/2016,CAD,1.3176
7/29/2016,AUD,1.3302
7/29/2016,EUR,0.8998
7/29/2016,GBP,0.7595
7/30/2016,USD,1
7/30/2016,CAD,1.3176
7/30/2016,AUD,1.3302
7/30/2016,EUR,0.8998
7/30/2016,GBP,0.7595
7/31/2016,USD,1
7/31/2016,CAD,1.3176
7/31/2016,AUD,1.3302
7/31/2016,EUR,0.8998
7/31/2016,GBP,0.7595
08-01-16,USD,1
08-01-16,CAD,1.3066
08-01-16,AUD,1.3213
08-01-16,EUR,0.8957
08-01-16,GBP,0.7573
08-02-16,USD,1
08-02-16,CAD,1.3051
08-02-16,AUD,1.3148
08-02-16,EUR,0.8934
08-02-16,GBP,0.7532
08-03-16,USD,1
08-03-16,CAD,1.31
08-03-16,AUD,1.317
08-03-16,EUR,0.8929
08-03-16,GBP,0.7492
08-04-16,USD,1
08-04-16,CAD,1.3053
08-04-16,AUD,1.3114
08-04-16,EUR,0.898
08-04-16,GBP,0.7597
08-05-16,USD,1
08-05-16,CAD,1.3023
08-05-16,AUD,1.3058
08-05-16,EUR,0.8964
08-05-16,GBP,0.7602
08-06-16,USD,1
08-06-16,CAD,1.3023
08-06-16,AUD,1.3058
08-06-16,EUR,0.8964
08-06-16,GBP,0.7602
08-07-16,USD,1
08-07-16,CAD,1.3023
08-07-16,AUD,1.3058
08-07-16,EUR,0.8964
08-07-16,GBP,0.7602
08-08-16,USD,1
08-08-16,CAD,1.3144
08-08-16,AUD,1.3096
08-08-16,EUR,0.902
08-08-16,GBP,0.7663
08-09-16,USD,1
08-09-16,CAD,1.3149
08-09-16,AUD,1.3056
08-09-16,EUR,0.9027
08-09-16,GBP,0.7709
08-10-16,USD,1
08-10-16,CAD,1.3016
08-10-16,AUD,1.292
08-10-16,EUR,0.8941
08-10-16,GBP,0.7649
08-11-16,USD,1
08-11-16,CAD,1.3054
08-11-16,AUD,1.2965
08-11-16,EUR,0.8966
08-11-16,GBP,0.7714
08-12-16,USD,1
08-12-16,CAD,1.2975
08-12-16,AUD,1.3027
08-12-16,EUR,0.8962
08-12-16,GBP,0.7712
8/13/2016,USD,1
8/13/2016,CAD,1.2975
8/13/2016,AUD,1.3027
8/13/2016,EUR,0.8962
8/13/2016,GBP,0.7712
8/14/2016,USD,1
8/14/2016,CAD,1.2975
8/14/2016,AUD,1.3027
8/14/2016,EUR,0.8962
8/14/2016,GBP,0.7712
8/15/2016,USD,1
8/15/2016,CAD,1.2921
8/15/2016,AUD,1.3038
8/15/2016,EUR,0.8945
8/15/2016,GBP,0.7753
8/16/2016,USD,1
8/16/2016,CAD,1.2817
8/16/2016,AUD,1.2928
8/16/2016,EUR,0.8853
8/16/2016,GBP,0.7708
8/17/2016,USD,1
8/17/2016,CAD,1.2885
8/17/2016,AUD,1.3107
8/17/2016,EUR,0.8868
8/17/2016,GBP,0.7684
8/18/2016,USD,1
8/18/2016,CAD,1.2829
8/18/2016,AUD,1.3043
8/18/2016,EUR,0.8833
8/18/2016,GBP,0.7603
8/19/2016,USD,1
8/19/2016,CAD,1.2844
8/19/2016,AUD,1.3135
8/19/2016,EUR,0.8829
8/19/2016,GBP,0.7641
8/20/2016,USD,1
8/20/2016,CAD,1.2844
8/20/2016,AUD,1.3135
8/20/2016,EUR,0.8829
8/20/2016,GBP,0.7641
8/21/2016,USD,1
8/21/2016,CAD,1.2844
8/21/2016,AUD,1.3135
8/21/2016,EUR,0.8829
8/21/2016,GBP,0.7641
8/22/2016,USD,1
8/22/2016,CAD,1.2915
8/22/2016,AUD,1.314
8/22/2016,EUR,0.8845
8/22/2016,GBP,0.7628
8/23/2016,USD,1
8/23/2016,CAD,1.2898
8/23/2016,AUD,1.3073
8/23/2016,EUR,0.8819
8/23/2016,GBP,0.7584
8/24/2016,USD,1
8/24/2016,CAD,1.294
8/24/2016,AUD,1.3119
8/24/2016,EUR,0.8875
8/24/2016,GBP,0.7555
8/25/2016,USD,1
8/25/2016,CAD,1.2929
8/25/2016,AUD,1.3144
8/25/2016,EUR,0.8857
8/25/2016,GBP,0.7579
8/26/2016,USD,1
8/26/2016,CAD,1.2884
8/26/2016,AUD,1.3083
8/26/2016,EUR,0.8857
8/26/2016,GBP,0.7569
8/27/2016,USD,1
8/27/2016,CAD,1.2884
8/27/2016,AUD,1.3083
8/27/2016,EUR,0.8857
8/27/2016,GBP,0.7569
8/28/2016,USD,1
8/28/2016,CAD,1.2884
8/28/2016,AUD,1.3083
8/28/2016,EUR,0.8857
8/28/2016,GBP,0.7569
8/29/2016,USD,1
8/29/2016,CAD,1.3013
8/29/2016,AUD,1.3241
8/29/2016,EUR,0.8953
8/29/2016,GBP,0.7652
8/30/2016,USD,1
8/30/2016,CAD,1.3039
8/30/2016,AUD,1.3241
8/30/2016,EUR,0.8954
8/30/2016,GBP,0.7626
8/31/2016,USD,1
8/31/2016,CAD,1.31
8/31/2016,AUD,1.33
8/31/2016,EUR,0.8983
8/31/2016,GBP,0.7618
09-01-16,USD,1
09-01-16,CAD,1.3129
09-01-16,AUD,1.3279
09-01-16,EUR,0.8972
09-01-16,GBP,0.7541
09-02-16,USD,1
09-02-16,CAD,1.3082
09-02-16,AUD,1.3231
09-02-16,EUR,0.8934
09-02-16,GBP,0.7528
09-03-16,USD,1
09-03-16,CAD,1.3082
09-03-16,AUD,1.3231
09-03-16,EUR,0.8934
09-03-16,GBP,0.7528
09-04-16,USD,1
09-04-16,CAD,1.3082
09-04-16,AUD,1.3231
09-04-16,EUR,0.8934
09-04-16,GBP,0.7528
09-05-16,USD,1
09-05-16,CAD,1.294
09-05-16,AUD,1.3173
09-05-16,EUR,0.8964
09-05-16,GBP,0.7498
09-06-16,USD,1
09-06-16,CAD,1.2909
09-06-16,AUD,1.3106
09-06-16,EUR,0.8961
09-06-16,GBP,0.7486
09-07-16,USD,1
09-07-16,CAD,1.2854
09-07-16,AUD,1.3026
09-07-16,EUR,0.8899
09-07-16,GBP,0.7472
09-08-16,USD,1
09-08-16,CAD,1.2877
09-08-16,AUD,1.2953
09-08-16,EUR,0.8853
09-08-16,GBP,0.7486
09-09-16,USD,1
09-09-16,CAD,1.2957
09-09-16,AUD,1.3166
09-09-16,EUR,0.8875
09-09-16,GBP,0.7504
09-10-16,USD,1
09-10-16,CAD,1.2957
09-10-16,AUD,1.3166
09-10-16,EUR,0.8875
09-10-16,GBP,0.7504
09-11-16,USD,1
09-11-16,CAD,1.2957
09-11-16,AUD,1.3166
09-11-16,EUR,0.8875
09-11-16,GBP,0.7504
09-12-16,USD,1
09-12-16,CAD,1.3114
09-12-16,AUD,1.3299
09-12-16,EUR,0.8908
09-12-16,GBP,0.7525
9/13/2016,USD,1
9/13/2016,CAD,1.3109
9/13/2016,AUD,1.3282
9/13/2016,EUR,0.8891
9/13/2016,GBP,0.7536
9/14/2016,USD,1
9/14/2016,CAD,1.3192
9/14/2016,AUD,1.3391
9/14/2016,EUR,0.8914
9/14/2016,GBP,0.7584
9/15/2016,USD,1
9/15/2016,CAD,1.3178
9/15/2016,AUD,1.3361
9/15/2016,EUR,0.8886
9/15/2016,GBP,0.757
9/16/2016,USD,1
9/16/2016,CAD,1.3199
9/16/2016,AUD,1.3316
9/16/2016,EUR,0.8908
9/16/2016,GBP,0.759
9/17/2016,USD,1
9/17/2016,CAD,1.3199
9/17/2016,AUD,1.3316
9/17/2016,EUR,0.8908
9/17/2016,GBP,0.759
9/18/2016,USD,1
9/18/2016,CAD,1.3199
9/18/2016,AUD,1.3316
9/18/2016,EUR,0.8908
9/18/2016,GBP,0.759
9/19/2016,USD,1
9/19/2016,CAD,1.3152
9/19/2016,AUD,1.3249
9/19/2016,EUR,0.8957
9/19/2016,GBP,0.7658
9/20/2016,USD,1
9/20/2016,CAD,1.3226
9/20/2016,AUD,1.3244
9/20/2016,EUR,0.8941
9/20/2016,GBP,0.7709
9/21/2016,USD,1
9/21/2016,CAD,1.3142
9/21/2016,AUD,1.3152
9/21/2016,EUR,0.8969
9/21/2016,GBP,0.7685
9/22/2016,USD,1
9/22/2016,CAD,1.3012
9/22/2016,AUD,1.3057
9/22/2016,EUR,0.8898
9/22/2016,GBP,0.7646
9/23/2016,USD,1
9/23/2016,CAD,1.3042
9/23/2016,AUD,1.3095
9/23/2016,EUR,0.8917
9/23/2016,GBP,0.7708
9/24/2016,USD,1
9/24/2016,CAD,1.3042
9/24/2016,AUD,1.3095
9/24/2016,EUR,0.8917
9/24/2016,GBP,0.7708
9/25/2016,USD,1
9/25/2016,CAD,1.3042
9/25/2016,AUD,1.3095
9/25/2016,EUR,0.8917
9/25/2016,GBP,0.7708
9/26/2016,USD,1
9/26/2016,CAD,1.3164
9/26/2016,AUD,1.3098
9/26/2016,EUR,0.8879
9/26/2016,GBP,0.7733
9/27/2016,USD,1
9/27/2016,CAD,1.3256
9/27/2016,AUD,1.3067
9/27/2016,EUR,0.8913
9/27/2016,GBP,0.7702
9/28/2016,USD,1
9/28/2016,CAD,1.3211
9/28/2016,AUD,1.304
9/28/2016,EUR,0.8909
9/28/2016,GBP,0.768
9/29/2016,USD,1
9/29/2016,CAD,1.3085
9/29/2016,AUD,1.3049
9/29/2016,EUR,0.8912
9/29/2016,GBP,0.7676
9/30/2016,USD,1
9/30/2016,CAD,1.3162
9/30/2016,AUD,1.3132
9/30/2016,EUR,0.896
9/30/2016,GBP,0.7715
10-01-16,USD,1
10-01-16,CAD,1.3162
10-01-16,AUD,1.3132
10-01-16,EUR,0.896
10-01-16,GBP,0.7715
10-02-16,USD,1
10-02-16,CAD,1.3162
10-02-16,AUD,1.3132
10-02-16,EUR,0.896
10-02-16,GBP,0.7715
10-03-16,USD,1
10-03-16,CAD,1.3085
10-03-16,AUD,1.3028
10-03-16,EUR,0.89
10-03-16,GBP,0.7771
10-04-16,USD,1
10-04-16,CAD,1.3168
10-04-16,AUD,1.3049
10-04-16,EUR,0.896
10-04-16,GBP,0.7843
10-05-16,USD,1
10-05-16,CAD,1.3216
10-05-16,AUD,1.3132
10-05-16,EUR,0.892
10-05-16,GBP,0.7863
10-06-16,USD,1
10-06-16,CAD,1.3204
10-06-16,AUD,1.3198
10-06-16,EUR,0.8941
10-06-16,GBP,0.7897
10-07-16,USD,1
10-07-16,CAD,1.3271
10-07-16,AUD,1.3192
10-07-16,EUR,0.8977
10-07-16,GBP,0.8111
10-08-16,USD,1
10-08-16,CAD,1.3271
10-08-16,AUD,1.3192
10-08-16,EUR,0.8977
10-08-16,GBP,0.8111
10-09-16,USD,1
10-09-16,CAD,1.3271
10-09-16,AUD,1.3192
10-09-16,EUR,0.8977
10-09-16,GBP,0.8111
10-10-16,USD,1
10-10-16,CAD,1.3253
10-10-16,AUD,1.3163
10-10-16,EUR,0.8961
10-10-16,GBP,0.8071
10-11-16,USD,1
10-11-16,CAD,1.3226
10-11-16,AUD,1.3249
10-11-16,EUR,0.9026
10-11-16,GBP,0.8145
10-12-16,USD,1
10-12-16,CAD,1.3247
10-12-16,AUD,1.3206
10-12-16,EUR,0.9074
10-12-16,GBP,0.8166
10/13/2016,USD,1
10/13/2016,CAD,1.3245
10/13/2016,AUD,1.3231
10/13/2016,EUR,0.906
10/13/2016,GBP,0.8193
10/14/2016,USD,1
10/14/2016,CAD,1.3166
10/14/2016,AUD,1.3108
10/14/2016,EUR,0.9089
10/14/2016,GBP,0.8172
10/15/2016,USD,1
10/15/2016,CAD,1.3166
10/15/2016,AUD,1.3108
10/15/2016,EUR,0.9089
10/15/2016,GBP,0.8172
10/16/2016,USD,1
10/16/2016,CAD,1.3166
10/16/2016,AUD,1.3108
10/16/2016,EUR,0.9089
10/16/2016,GBP,0.8172
10/17/2016,USD,1
10/17/2016,CAD,1.3128
10/17/2016,AUD,1.3131
10/17/2016,EUR,0.9096
10/17/2016,GBP,0.823
10/18/2016,USD,1
10/18/2016,CAD,1.3083
10/18/2016,AUD,1.3037
10/18/2016,EUR,0.9097
10/18/2016,GBP,0.8147
10/19/2016,USD,1
10/19/2016,CAD,1.308
10/19/2016,AUD,1.3023
10/19/2016,EUR,0.9108
10/19/2016,GBP,0.8137
10/20/2016,USD,1
10/20/2016,CAD,1.3169
10/20/2016,AUD,1.3036
10/20/2016,EUR,0.9107
10/20/2016,GBP,0.8157
10/21/2016,USD,1
10/21/2016,CAD,1.3229
10/21/2016,AUD,1.3107
10/21/2016,EUR,0.9186
10/21/2016,GBP,0.8205
10/22/2016,USD,1
10/22/2016,CAD,1.3229
10/22/2016,AUD,1.3107
10/22/2016,EUR,0.9186
10/22/2016,GBP,0.8205
10/23/2016,USD,1
10/23/2016,CAD,1.3229
10/23/2016,AUD,1.3107
10/23/2016,EUR,0.9186
10/23/2016,GBP,0.8205
10/24/2016,USD,1
10/24/2016,CAD,1.3357
10/24/2016,AUD,1.3114
10/24/2016,EUR,0.9182
10/24/2016,GBP,0.8173
10/25/2016,USD,1
10/25/2016,CAD,1.3317
10/25/2016,AUD,1.3088
10/25/2016,EUR,0.9198
10/25/2016,GBP,0.8186
10/26/2016,USD,1
10/26/2016,CAD,1.3366
10/26/2016,AUD,1.3016
10/26/2016,EUR,0.9153
10/26/2016,GBP,0.8189
10/27/2016,USD,1
10/27/2016,CAD,1.3366
10/27/2016,AUD,1.3123
10/27/2016,EUR,0.9152
10/27/2016,GBP,0.8159
10/28/2016,USD,1
10/28/2016,CAD,1.3389
10/28/2016,AUD,1.3206
10/28/2016,EUR,0.9156
10/28/2016,GBP,0.8232
10/29/2016,USD,1
10/29/2016,CAD,1.3389
10/29/2016,AUD,1.3206
10/29/2016,EUR,0.9156
10/29/2016,GBP,0.8232
10/30/2016,USD,1
10/30/2016,CAD,1.3389
10/30/2016,AUD,1.3206
10/30/2016,EUR,0.9156
10/30/2016,GBP,0.8232
10/31/2016,USD,1
10/31/2016,CAD,1.3398
10/31/2016,AUD,1.3153
10/31/2016,EUR,0.9136
10/31/2016,GBP,0.8227
11-01-16,USD,1
11-01-16,CAD,1.3361
11-01-16,AUD,1.3008
11-01-16,EUR,0.907
11-01-16,GBP,0.8179
11-02-16,USD,1
11-02-16,CAD,1.3375
11-02-16,AUD,1.305
11-02-16,EUR,0.9013
11-02-16,GBP,0.8117
11-03-16,USD,1
11-03-16,CAD,1.3389
11-03-16,AUD,1.3046
11-03-16,EUR,0.9038
11-03-16,GBP,0.8013
11-04-16,USD,1
11-04-16,CAD,1.3433
11-04-16,AUD,1.3015
11-04-16,EUR,0.9015
11-04-16,GBP,0.8006
11-05-16,USD,1
11-05-16,CAD,1.3433
11-05-16,AUD,1.3015
11-05-16,EUR,0.9015
11-05-16,GBP,0.8006
11-06-16,USD,1
11-06-16,CAD,1.3433
11-06-16,AUD,1.3015
11-06-16,EUR,0.9015
11-06-16,GBP,0.8006
11-07-16,USD,1
11-07-16,CAD,1.3391
11-07-16,AUD,1.3015
11-07-16,EUR,0.904
11-07-16,GBP,0.8049
11-08-16,USD,1
11-08-16,CAD,1.3368
11-08-16,AUD,1.2984
11-08-16,EUR,0.906
11-08-16,GBP,0.8071
11-09-16,USD,1
11-09-16,CAD,1.3426
11-09-16,AUD,1.3007
11-09-16,EUR,0.9073
11-09-16,GBP,0.8077
11-10-16,USD,1
11-10-16,CAD,1.3482
11-10-16,AUD,1.3158
11-10-16,EUR,0.9179
11-10-16,GBP,0.8057
11-11-16,USD,1
11-11-16,CAD,1.3491
11-11-16,AUD,1.3149
11-11-16,EUR,0.9171
11-11-16,GBP,0.7899
11-12-16,USD,1
11-12-16,CAD,1.3491
11-12-16,AUD,1.3149
11-12-16,EUR,0.9171
11-12-16,GBP,0.7899
11/13/2016,USD,1
11/13/2016,CAD,1.3491
11/13/2016,AUD,1.3149
11/13/2016,EUR,0.9171
11/13/2016,GBP,0.7899
11/14/2016,USD,1
11/14/2016,CAD,1.3538
11/14/2016,AUD,1.3247
11/14/2016,EUR,0.9279
11/14/2016,GBP,0.7979
11/15/2016,USD,1
11/15/2016,CAD,1.3525
11/15/2016,AUD,1.3228
11/15/2016,EUR,0.9289
11/15/2016,GBP,0.8048
11/16/2016,USD,1
11/16/2016,CAD,1.3479
11/16/2016,AUD,1.3393
11/16/2016,EUR,0.9344
11/16/2016,GBP,0.8046
11/17/2016,USD,1
11/17/2016,CAD,1.3426
11/17/2016,AUD,1.3398
11/17/2016,EUR,0.9331
11/17/2016,GBP,0.803
11/18/2016,USD,1
11/18/2016,CAD,1.3515
11/18/2016,AUD,1.3525
11/18/2016,EUR,0.9408
11/18/2016,GBP,0.8112
11/19/2016,USD,1
11/19/2016,CAD,1.3515
11/19/2016,AUD,1.3525
11/19/2016,EUR,0.9408
11/19/2016,GBP,0.8112
11/20/2016,USD,1
11/20/2016,CAD,1.3515
11/20/2016,AUD,1.3525
11/20/2016,EUR,0.9408
11/20/2016,GBP,0.8112
11/21/2016,USD,1
11/21/2016,CAD,1.3459
11/21/2016,AUD,1.3568
11/21/2016,EUR,0.9406
11/21/2016,GBP,0.8064
11/22/2016,USD,1
11/22/2016,CAD,1.3403
11/22/2016,AUD,1.3518
11/22/2016,EUR,0.9419
11/22/2016,GBP,0.8046
11/23/2016,USD,1
11/23/2016,CAD,1.345
11/23/2016,AUD,1.3482
11/23/2016,EUR,0.9432
11/23/2016,GBP,0.8054
11/24/2016,USD,1
11/24/2016,CAD,1.3493
11/24/2016,AUD,1.3532
11/24/2016,EUR,0.948
11/24/2016,GBP,0.8039
11/25/2016,USD,1
11/25/2016,CAD,1.3491
11/25/2016,AUD,1.3435
11/25/2016,EUR,0.9441
11/25/2016,GBP,0.8042
11/26/2016,USD,1
11/26/2016,CAD,1.3491
11/26/2016,AUD,1.3435
11/26/2016,EUR,0.9441
11/26/2016,GBP,0.8042
11/27/2016,USD,1
11/27/2016,CAD,1.3491
11/27/2016,AUD,1.3435
11/27/2016,EUR,0.9441
11/27/2016,GBP,0.8042
11/28/2016,USD,1
11/28/2016,CAD,1.3451
11/28/2016,AUD,1.3406
11/28/2016,EUR,0.9445
11/28/2016,GBP,0.8057
11/29/2016,USD,1
11/29/2016,CAD,1.3457
11/29/2016,AUD,1.3436
11/29/2016,EUR,0.9455
11/29/2016,GBP,0.802
11/30/2016,USD,1
11/30/2016,CAD,1.3383
11/30/2016,AUD,1.3438
11/30/2016,EUR,0.9403
11/30/2016,GBP,0.8016
12-01-16,USD,1
12-01-16,CAD,1.34
12-01-16,AUD,1.353
12-01-16,EUR,0.941
12-01-16,GBP,0.7914
12-02-16,USD,1
12-02-16,CAD,1.3303
12-02-16,AUD,1.3468
12-02-16,EUR,0.9397
12-02-16,GBP,0.7922
12-03-16,USD,1
12-03-16,CAD,1.3303
12-03-16,AUD,1.3468
12-03-16,EUR,0.9397
12-03-16,GBP,0.7922
12-04-16,USD,1
12-04-16,CAD,1.3303
12-04-16,AUD,1.3468
12-04-16,EUR,0.9397
12-04-16,GBP,0.7922
12-05-16,USD,1
12-05-16,CAD,1.3306
12-05-16,AUD,1.3447
12-05-16,EUR,0.9344
12-05-16,GBP,0.7865
12-06-16,USD,1
12-06-16,CAD,1.3268
12-06-16,AUD,1.3411
12-06-16,EUR,0.9316
12-06-16,GBP,0.7845
12-07-16,USD,1
12-07-16,CAD,1.3273
12-07-16,AUD,1.3428
12-07-16,EUR,0.932
12-07-16,GBP,0.7931
12-08-16,USD,1
12-08-16,CAD,1.3215
12-08-16,AUD,1.3386
12-08-16,EUR,0.9292
12-08-16,GBP,0.7898
12-09-16,USD,1
12-09-16,CAD,1.3177
12-09-16,AUD,1.3392
12-09-16,EUR,0.9471
12-09-16,GBP,0.7949
12-10-16,USD,1
12-10-16,CAD,1.3177
12-10-16,AUD,1.3392
12-10-16,EUR,0.9471
